Gene1,Gene2,PartialCor,Condition
DUXAP3,FAM115A,0.27254,LPS-24h
DUXAP3,HSD17B7,0.31598,LPS-24h
DUXAP3,KIAA0101,-0.06423,LPS-24h
EID2B,ENHO,0.00537,LPS-24h
EID2B,EPSTI1,-0.08379,LPS-24h
EID2B,FAM119A,0.33984,LPS-24h
EID2B,HCG2P7,0.09286,LPS-24h
ENHO,LIN52,0.14627,LPS-24h
ENHO,ZNF652,0.21928,LPS-24h
EPSTI1,FAM102A,-0.10347,LPS-24h
EPSTI1,FAM115A,0.15294,LPS-24h
EPSTI1,FAM119A,-0.14435,LPS-24h
EPSTI1,FAM63A,0.16481,LPS-24h
EPSTI1,GALNT6,-0.15108,LPS-24h
EPSTI1,ICMT,-0.05492,LPS-24h
EPSTI1,IL10,0.18582,LPS-24h
EPSTI1,LOC646996,-0.13188,LPS-24h
EPSTI1,PTPLAD2,0.17718,LPS-24h
EPSTI1,RELB,0.12193,LPS-24h
EPSTI1,SLAMF7,0.22784,LPS-24h
EPSTI1,TNFSF14,-0.16559,LPS-24h
EPSTI1,TNK2,0.23964,LPS-24h
EVI5L,HSBP1,0.14667,LPS-24h
EVI5L,IER3,0.15724,LPS-24h
EVI5L,MAFF,-0.13428,LPS-24h
EVI5L,PGA3,0.15091,LPS-24h
EVI5L,PHRF1,0.20648,LPS-24h
EVI5L,PTPLAD2,0.10697,LPS-24h
EVI5L,TBC1D15,-0.18289,LPS-24h
EVI5L,TRIM56,-0.15243,LPS-24h
EVI5L,ZNF777,0.1053,LPS-24h
FAM102A,LEF1,0.23879,LPS-24h
FAM115A,FAM119A,0.16337,LPS-24h
FAM115A,LOC100130835,-0.10738,LPS-24h
FAM115A,LOC100190938,0.19146,LPS-24h
FAM115A,LOC645895,0.26565,LPS-24h
FAM119A,FAM175A,0.31583,LPS-24h
FAM119A,FCAR,0.2086,LPS-24h
FAM153B,FAM40B,0.27838,LPS-24h
FAM153B,LOC100131452,0.16719,LPS-24h
FAM153B,PCDHB9,0.28925,LPS-24h
FAM153B,PLA2G2D,0.12961,LPS-24h
FAM175A,FAM63A,0.07422,LPS-24h
FAM175A,FAM73A,0.29189,LPS-24h
FAM175A,LOC644852,0.25508,LPS-24h
FAM177A1,FARSLB,0.1014,LPS-24h
FAM177A1,ITIH5,0.38711,LPS-24h
FAM177A1,KIAA0101,0.25498,LPS-24h
FAM177A1,LOC100131452,-0.09535,LPS-24h
FAM177A1,LOC100132540,0.13638,LPS-24h
FAM40B,FAM73A,0.28677,LPS-24h
FAM40B,FDXACB1,0.12443,LPS-24h
FAM40B,GNB4,-0.13271,LPS-24h
FAM40B,ICA1,0.19575,LPS-24h
FAM40B,ZNF786,0.22074,LPS-24h
FAM63A,FCAR,0.05174,LPS-24h
FAM63A,FCGR3A,0.04788,LPS-24h
FAM63A,FKBP1P1,0.29027,LPS-24h
FAM63A,IL10,-0.12879,LPS-24h
FAM63A,KCNMB4,0.09119,LPS-24h
FAM63A,PHRF1,-0.11514,LPS-24h
FAM63A,TBC1D9,0.07896,LPS-24h
FAM63A,TLK1,0.14909,LPS-24h
FAM73A,FARSLB,0.26682,LPS-24h
FAM73A,FCGR3A,0.1185,LPS-24h
FAM73A,FKBP14,0.17144,LPS-24h
FARSLB,FCAR,-0.10318,LPS-24h
FARSLB,FKTN,0.08217,LPS-24h
FARSLB,FUT6,-0.11665,LPS-24h
FARSLB,GABPB2,0.26117,LPS-24h
FARSLB,LILRB3,0.35529,LPS-24h
FCAR,FKBP14,0.1317,LPS-24h
FCAR,FKBP1P1,0.08689,LPS-24h
FCAR,FLJ40453,0.06322,LPS-24h
FCAR,FUT6,0.13857,LPS-24h
FCAR,GIMAP1,-0.11218,LPS-24h
FCAR,MBTD1,0.36983,LPS-24h
FCAR,SEMA3E,0.31373,LPS-24h
FCF1,PRO1853,0.06902,LPS-24h
FCF1,TPM4,0.16266,LPS-24h
FCGR3A,FKBP14,0.13865,LPS-24h
FCGR3A,GIMAP1,0.30499,LPS-24h
FCGR3A,ZNF652,-0.17189,LPS-24h
FDXACB1,FKBP14,-0.10994,LPS-24h
FDXACB1,GGA1,-0.07809,LPS-24h
FDXACB1,GSDM1,0.13246,LPS-24h
FGFBP2,ITK,0.21928,LPS-24h
FGFBP2,SLAMF6,0.17128,LPS-24h
FHIT,LEF1,0.07456,LPS-24h
FKBP14,FKTN,0.10984,LPS-24h
FKBP14,FLJ46309,0.10077,LPS-24h
FKBP14,HNRNPU,0.33125,LPS-24h
FKBP14,ZNF131,0.21958,LPS-24h
FKBP1P1,GABPB2,-0.05577,LPS-24h
FKBP1P1,LOC100130229,-0.14301,LPS-24h
FKBP1P1,NFIL3,-0.11768,LPS-24h
FKBP1P1,PHAX,0.10686,LPS-24h
FKTN,FLJ44124,0.19416,LPS-24h
FLJ38717,ICA1,0.08785,LPS-24h
FLJ38717,LGALS3,-0.20214,LPS-24h
FLJ38717,LMOD3,0.15594,LPS-24h
FLJ38717,LOC100134868,0.25133,LPS-24h
FLJ38717,LOC729603,0.11525,LPS-24h
FLJ38717,NBPF8,-0.07373,LPS-24h
FLJ38717,SORL1,0.10106,LPS-24h
FLJ38717,TIPRL,-0.13642,LPS-24h
FLJ38717,ZNF763,0.12199,LPS-24h
FLJ40453,LOC727773,0.16099,LPS-24h
FLJ40453,TRIM16L,0.20341,LPS-24h
FLJ44124,FLJ46309,0.24986,LPS-24h
FLJ44124,GABPB2,0.21645,LPS-24h
FLJ44124,KIAA0101,-0.13225,LPS-24h
FLJ44124,LOC202781,0.39757,LPS-24h
FLJ46309,GABPB2,0.08452,LPS-24h
FLJ46309,GGA1,0.12968,LPS-24h
FOXD4L4,GDPD1,0.18955,LPS-24h
FUT6,GDPD1,0.118,LPS-24h
FUT6,MBOAT2,0.20296,LPS-24h
FUT6,PHAX,0.24851,LPS-24h
GABPB2,GALNT6,0.08838,LPS-24h
GABPB2,GJC1,0.31425,LPS-24h
GALNT6,GNB4,0.07266,LPS-24h
GALNT6,IER3,0.1402,LPS-24h
GALNT6,ISG20L2,0.15533,LPS-24h
GALNT6,PHF1,0.15966,LPS-24h
GALNT6,SORL1,0.10926,LPS-24h
GALNT6,VHL,0.11491,LPS-24h
GALNT6,ZYX,0.09847,LPS-24h
GCLM,GDPD1,0.19498,LPS-24h
GCLM,GNB4,0.13929,LPS-24h
GCLM,LIN52,0.1324,LPS-24h
GCLM,WNT5A,0.16366,LPS-24h
GDPD1,HNRNPU,0.13547,LPS-24h
GDPD1,LOC100130276,0.2442,LPS-24h
GDPD1,LOC440157,0.23937,LPS-24h
GDPD1,MBOAT2,0.21869,LPS-24h
GDPD1,RAB27A,-0.14477,LPS-24h
GGA1,GNB4,0.06249,LPS-24h
GGA1,H6PD,-0.1016,LPS-24h
GGA1,KIAA0101,0.1311,LPS-24h
GGA1,LILRB3,-0.1045,LPS-24h
GGA1,LOC100132540,-0.06423,LPS-24h
GGA1,LOC401357,0.07007,LPS-24h
GGA1,LOC729090,0.32447,LPS-24h
GGA1,LOC729439,0.20915,LPS-24h
GGA1,RRP7B,0.47898,LPS-24h
GIMAP1,GNB4,0.14697,LPS-24h
GIMAP1,IER3,-0.19258,LPS-24h
GIMAP1,KCNMB4,0.13016,LPS-24h
GIMAP1,LOC644642,0.09866,LPS-24h
GIMAP1,PTPLAD2,0.18462,LPS-24h
GIMAP1,SORL1,0.18773,LPS-24h
GIMAP1,TNK2,0.06617,LPS-24h
GJC1,HIATL2,0.20599,LPS-24h
GJC1,IL18,0.16658,LPS-24h
GJC1,ITIH5,0.1226,LPS-24h
GJC1,KLHL28,-0.06286,LPS-24h
GJC1,LOC642947,0.36879,LPS-24h
GLIPR1,GTF2IRD2B,0.18306,LPS-24h
GLIPR1,IL12RB1,-0.12866,LPS-24h
GLIPR1,IMPDH1,0.10045,LPS-24h
GLIPR1,NFIL3,-0.15385,LPS-24h
GLIPR1,SLAMF7,-0.1822,LPS-24h
GLIPR1,TBC1D9,-0.10629,LPS-24h
GLIPR1,TMBIM4,0.10588,LPS-24h
GLTSCR1,GSTTP2,-0.07541,LPS-24h
GLTSCR1,LGALS3,-0.23709,LPS-24h
GLTSCR1,LOC401357,0.18412,LPS-24h
GLTSCR1,PHRF1,0.16111,LPS-24h
GLTSCR1,RELB,0.12527,LPS-24h
GNB4,GSDM1,-0.07429,LPS-24h
GNB4,IL10,0.11933,LPS-24h
GNB4,JARID2,-0.18273,LPS-24h
GNB4,PLEKHB2,0.04967,LPS-24h
GNB4,TBC1D9,-0.09182,LPS-24h
GSDM1,GSR,0.16097,LPS-24h
GSDM1,HFE,0.14537,LPS-24h
GSDM1,KILLIN,0.28562,LPS-24h
GSDM1,PPID,0.52852,LPS-24h
GSDM1,RRP7B,0.06404,LPS-24h
GSR,GSTTP2,0.09567,LPS-24h
GSR,GTF2IRD2B,0.19582,LPS-24h
GSR,KLHL28,0.04582,LPS-24h
GSR,PCYOX1,-0.2023,LPS-24h
GSR,RINL,-0.14614,LPS-24h
GSTTP2,HNRNPU,0.16477,LPS-24h
GSTTP2,RHBDL2,0.4304,LPS-24h
GTF2IRD2B,HIST1H2BD,-0.1633,LPS-24h
GTF2IRD2B,IL18,-0.0931,LPS-24h
GTF2IRD2B,SLAMF6,-0.12645,LPS-24h
H6PD,HNRNPU,0.06869,LPS-24h
H6PD,LOC100132540,0.22201,LPS-24h
H6PD,PODXL,0.23151,LPS-24h
HCG2P7,HIATL2,0.2269,LPS-24h
HCG2P7,HSPC268,0.19661,LPS-24h
HCG2P7,ITIH5,-0.24933,LPS-24h
HCG2P7,KIAA0101,0.41059,LPS-24h
HCG2P7,LOC202781,-0.08863,LPS-24h
HCG2P7,MINK1,0.16992,LPS-24h
HFE,KCNMB4,0.31225,LPS-24h
HFE,RELB,0.11175,LPS-24h
HFE,TBCCD1,-0.09375,LPS-24h
HIATL2,HNRNPU,0.21683,LPS-24h
HIATL2,HSD17B7,0.2895,LPS-24h
HIATL2,MINK1,-0.09779,LPS-24h
HIST1H2BD,KIR2DL3,0.08962,LPS-24h
HIST1H2BD,LOC727773,-0.11875,LPS-24h
HIST1H2BD,NUP107,-0.15209,LPS-24h
HIST1H2BD,RAB3IP,0.17555,LPS-24h
HNRNPU,HSBP1,-0.04835,LPS-24h
HNRNPU,HSPC268,0.14916,LPS-24h
HNRNPU,KIAA0101,-0.13227,LPS-24h
HNRNPU,ZNF483,0.32823,LPS-24h
HNRPR,MEFV,-0.08836,LPS-24h
HNRPR,NBPF8,0.13397,LPS-24h
HNRPR,NFIL3,-0.12853,LPS-24h
HNRPR,RAG1AP1,-0.15622,LPS-24h
HNRPR,SGK3,0.35611,LPS-24h
HNRPR,SMAP1,-0.1409,LPS-24h
HNRPR,SNX15,-0.09117,LPS-24h
HNRPR,TAF13,0.1521,LPS-24h
HNRPR,TMBIM4,0.10443,LPS-24h
HNRPR,TPM4,0.14844,LPS-24h
HNRPR,VHL,0.12882,LPS-24h
HNRPR,WDR48,0.12667,LPS-24h
HSBP1,IER3,0.11066,LPS-24h
HSBP1,LOC100130229,0.11233,LPS-24h
HSBP1,PDCD7,0.0659,LPS-24h
HSBP1,POLR3A,0.19113,LPS-24h
HSBP1,STK24,-0.06135,LPS-24h
HSBP1,UBE2E2,-0.00028,LPS-24h
HSBP1,ZNF845,0.09576,LPS-24h
HSD17B7,HSPC268,0.04471,LPS-24h
HSD17B7,LOC100130053,0.21853,LPS-24h
HSPC268,ICMT,-0.06704,LPS-24h
HSPC268,KCNH6,0.07226,LPS-24h
HSPC268,LMOD3,0.26165,LPS-24h
HSPC268,LOC100130835,0.15884,LPS-24h
ICA1,IL10,0.12936,LPS-24h
ICA1,IL18,0.21304,LPS-24h
ICA1,LOC100128460,0.14455,LPS-24h
ICA1,SLC4A5,0.343,LPS-24h
ICMT,LOC728457,-0.12812,LPS-24h
ICMT,TRIM56,-0.15528,LPS-24h
IER3,IFT88,0.19086,LPS-24h
IER3,KLHL8,-0.13477,LPS-24h
IER3,LOC100130229,0.1281,LPS-24h
IER3,LOC401357,0.2051,LPS-24h
IFT88,IMPDH1,-0.08947,LPS-24h
IL10,IL18,0.05936,LPS-24h
IL10,LOC100130835,0.17046,LPS-24h
IL10,LOC100134229,0.09821,LPS-24h
IL10,RAG1AP1,-0.16333,LPS-24h
IL10,SPC24,0.21619,LPS-24h
IL10,UBE2E2,-0.10326,LPS-24h
IL12RB1,IL32,0.12387,LPS-24h
IL12RB1,KIR2DL3,-0.20182,LPS-24h
IL12RB1,MEFV,0.19444,LPS-24h
IL12RB1,MFSD11,-0.18012,LPS-24h
IL12RB1,PRPF8,-0.07836,LPS-24h
IL12RB1,SLAMF6,0.15641,LPS-24h
IL18,JARID2,-0.14311,LPS-24h
IL18,KIAA1751,0.10235,LPS-24h
IL18,LOC100130053,0.16661,LPS-24h
IL18,LOC100130835,-0.17264,LPS-24h
IL32,LEF1,0.20863,LPS-24h
IL32,SLAMF7,0.13927,LPS-24h
IL32,USP49,-0.10149,LPS-24h
IMPACT,SRGAP1,-0.18517,LPS-24h
IMPACT,TPM3,0.19216,LPS-24h
IMPDH1,JARID2,-0.19505,LPS-24h
IMPDH1,KCNMB4,0.15632,LPS-24h
IMPDH1,LGALS3,-0.08354,LPS-24h
IMPDH1,MAFF,-0.2178,LPS-24h
IMPDH1,NBPF8,-0.06687,LPS-24h
IMPDH1,PHRF1,0.13849,LPS-24h
IMPDH1,RAB3IP,0.06713,LPS-24h
IMPDH1,SNX17,0.12669,LPS-24h
IMPDH1,SORL1,0.21893,LPS-24h
IMPDH1,SULT1A1,0.13556,LPS-24h
IMPDH1,YEATS4,-0.18545,LPS-24h
ISG20L2,KLHL8,0.13882,LPS-24h
ISG20L2,LOC100130229,0.17521,LPS-24h
ISG20L2,LYRM7,0.1992,LPS-24h
ISG20L2,PLEKHB2,0.14033,LPS-24h
ISG20L2,SGK3,0.13049,LPS-24h
ISG20L2,ZNF777,-0.13725,LPS-24h
ITIH5,KCNH6,0.08404,LPS-24h
ITIH5,KILLIN,0.04824,LPS-24h
ITIH5,MSH3,0.09011,LPS-24h
ITIH5,RN7SL1,0.12157,LPS-24h
ITK,LEF1,0.81756,LPS-24h
ITK,LOC284821,0.05071,LPS-24h
ITK,UBE2E2,-0.07849,LPS-24h
JARID2,KIR2DL3,0.19292,LPS-24h
JARID2,PHRF1,0.15531,LPS-24h
JARID2,STK24,0.27654,LPS-24h
JARID2,TBC1D9,-0.10623,LPS-24h
JARID2,TNFSF14,0.18612,LPS-24h
KCNH6,KIAA0101,0.11672,LPS-24h
KCNH6,KIAA1751,0.34506,LPS-24h
KCNH6,LGALS3,-0.20641,LPS-24h
KCNMB4,LYRM7,0.09788,LPS-24h
KCNMB4,MT1G,-0.187,LPS-24h
KCNMB4,PGA3,0.18108,LPS-24h
KIAA0101,KLHL8,0.09696,LPS-24h
KIAA0101,LILRB3,0.22474,LPS-24h
KIAA0101,LOC730313,-0.07485,LPS-24h
KIAA0101,MGC16703,0.14205,LPS-24h
KIAA0101,PDCD7,0.03502,LPS-24h
KIAA0101,RN7SL1,0.16202,LPS-24h
KIAA1751,KLHL28,0.20164,LPS-24h
KIAA1751,LGALS3,0.22096,LPS-24h
KIAA1751,LOC100128098,0.31615,LPS-24h
KIAA1751,LYZ,0.09185,LPS-24h
KILLIN,LGMN,0.08812,LPS-24h
KILLIN,LMOD3,-0.07332,LPS-24h
KILLIN,LOC100128460,0.06823,LPS-24h
KILLIN,LOC100132620,0.06657,LPS-24h
KILLIN,LOC100132727,0.12135,LPS-24h
KILLIN,LOC399900,-0.15691,LPS-24h
KILLIN,LOC641522,0.34813,LPS-24h
KLHL28,LOC100128288,0.17881,LPS-24h
KLHL28,LOC100130835,0.17416,LPS-24h
KLHL28,LYZ,-0.12946,LPS-24h
KLHL28,MCF2L2,0.08461,LPS-24h
KLHL8,LGALS3,-0.09581,LPS-24h
KLHL8,NCAPD2,0.18427,LPS-24h
KLHL8,PCYOX1,0.1263,LPS-24h
KLHL8,TPM4,-0.12213,LPS-24h
LEF1,SLAMF6,0.14867,LPS-24h
LEMD3,SMC4,0.23024,LPS-24h
LGALS3,LOC100128098,0.17056,LPS-24h
LGALS3,LOC100130229,-0.04834,LPS-24h
LGALS3,LOC643882,0.11525,LPS-24h
LGALS3,LOC729603,-0.20103,LPS-24h
LGALS3,LOC730313,0.14222,LPS-24h
LGALS3,LRAP,-0.10476,LPS-24h
LGALS3,NLRP3,-0.12783,LPS-24h
LGALS3,PTPLAD2,0.0828,LPS-24h
LGALS3,STAG3L3,-0.15116,LPS-24h
LGALS3,YEATS4,0.08238,LPS-24h
LGMN,LOC100132620,0.15112,LPS-24h
LGMN,LOC100132870,0.22774,LPS-24h
LILRB3,LOC100128098,0.03145,LPS-24h
LIN52,MAFF,-0.08892,LPS-24h
LIN52,RASSF6,0.2404,LPS-24h
LIN52,SC4MOL,0.08701,LPS-24h
LMOD3,LOC100128098,0.29441,LPS-24h
LMOD3,LOC100128126,0.28572,LPS-24h
LMOD3,LOC100130229,0.19047,LPS-24h
LMOD3,LOC729603,0.19506,LPS-24h
LOC100128086,LYRM7,0.13208,LPS-24h
LOC100128086,MFSD11,0.12225,LPS-24h
LOC100128086,RELB,0.10945,LPS-24h
LOC100128086,STK24,-0.18754,LPS-24h
LOC100128086,TMBIM4,0.16719,LPS-24h
LOC100128098,LOC100129211,0.37359,LPS-24h
LOC100128098,LYZ,0.03681,LPS-24h
LOC100128126,LOC100128288,0.06544,LPS-24h
LOC100128126,PHAX,0.32526,LPS-24h
LOC100128288,LOC100129211,0.16254,LPS-24h
LOC100128288,LOC100129269,0.32636,LPS-24h
LOC100128460,LOC100129211,0.08733,LPS-24h
LOC100128460,LOC100131452,0.1762,LPS-24h
LOC100128460,LOC401357,0.11899,LPS-24h
LOC100128460,SRGAP1,0.10954,LPS-24h
LOC100129211,LOC100129269,0.15053,LPS-24h
LOC100129211,LOC100132585,0.39506,LPS-24h
LOC100129269,LOC100130835,0.26312,LPS-24h
LOC100130053,LOC100132727,0.34458,LPS-24h
LOC100130053,LOC728903,-0.07769,LPS-24h
LOC100130053,ZNF786,0.36384,LPS-24h
LOC100130229,LOC644852,0.15503,LPS-24h
LOC100130229,NBPF8,-0.2014,LPS-24h
LOC100130229,SLAMF6,-0.14353,LPS-24h
LOC100130276,LOC100131452,0.04536,LPS-24h
LOC100130276,LOC100132585,0.17992,LPS-24h
LOC100130276,LOC401357,-0.09257,LPS-24h
LOC100130835,LOC100132391,0.11738,LPS-24h
LOC100130835,LOC440157,-0.09534,LPS-24h
LOC100130835,SEMA3E,0.22168,LPS-24h
LOC100131452,RASSF6,0.20206,LPS-24h
LOC100132391,LOC100132585,0.04662,LPS-24h
LOC100132391,LOC284821,-0.06217,LPS-24h
LOC100132391,LOC730313,0.48228,LPS-24h
LOC100132540,LOC100132620,0.2591,LPS-24h
LOC100132540,SNRNP48,0.19987,LPS-24h
LOC100132585,LOC100132727,0.05538,LPS-24h
LOC100132585,LOC100134868,0.17942,LPS-24h
LOC100132585,LOC728903,0.3495,LPS-24h
LOC100132620,LOC100190938,-0.09472,LPS-24h
LOC100132620,LOC727773,0.235,LPS-24h
LOC100132620,MBOAT2,0.15273,LPS-24h
LOC100132620,TPM3,0.27597,LPS-24h
LOC100132727,LOC100134868,0.11962,LPS-24h
LOC100132727,LOC202781,0.16468,LPS-24h
LOC100134229,PHAX,-0.05549,LPS-24h
LOC100134868,LOC202781,0.24241,LPS-24h
LOC100134868,LOC729090,-0.10691,LPS-24h
LOC100190938,LOC255167,0.39494,LPS-24h
LOC100190938,LOC729090,0.17996,LPS-24h
LOC123688,RASSF6,0.18053,LPS-24h
LOC123688,ZNF483,0.24231,LPS-24h
LOC202781,LOC255167,0.10946,LPS-24h
LOC202781,LOC440157,0.06232,LPS-24h
LOC202781,LOC642947,0.19745,LPS-24h
LOC255167,LOC399900,0.14418,LPS-24h
LOC255167,LOC641522,0.02363,LPS-24h
LOC255167,LOC642947,0.06298,LPS-24h
LOC255167,LOC644642,0.0806,LPS-24h
LOC284821,RAB3IP,-0.14343,LPS-24h
LOC284821,SMC4,-0.1463,LPS-24h
LOC284821,STK24,-0.08873,LPS-24h
LOC284821,TMBIM4,-0.26455,LPS-24h
LOC284821,USP49,-0.08047,LPS-24h
LOC399900,LOC441087,0.25476,LPS-24h
LOC399900,LOC641522,0.04776,LPS-24h
LOC399900,LRAP,0.37034,LPS-24h
LOC401357,LOC643882,-0.1143,LPS-24h
LOC401357,LOC728457,0.43731,LPS-24h
LOC401357,NFIL3,0.18264,LPS-24h
LOC401357,SLC3A2,0.08712,LPS-24h
LOC440157,PCDHB9,0.20361,LPS-24h
LOC440157,SMCR5,0.22034,LPS-24h
LOC441087,LOC641522,-0.06904,LPS-24h
LOC441087,LOC643509,0.13674,LPS-24h
LOC441087,LOC728903,0.18946,LPS-24h
LOC441087,LOC731789,-0.08376,LPS-24h
LOC641522,LOC644019,0.21422,LPS-24h
LOC641522,NDUFC2,0.25453,LPS-24h
LOC641522,PPID,0.23523,LPS-24h
LOC642947,LOC643509,0.28197,LPS-24h
LOC642947,LOC729603,0.25655,LPS-24h
LOC642947,MCM8,0.1887,LPS-24h
LOC643509,LOC645895,0.33462,LPS-24h
LOC643882,LOC644852,0.14134,LPS-24h
LOC643882,LOC646996,0.15308,LPS-24h
LOC644019,LOC645895,-0.11798,LPS-24h
LOC644019,LOC653086,0.09957,LPS-24h
LOC644019,LOC727773,0.17631,LPS-24h
LOC644019,MCF2L2,0.37191,LPS-24h
LOC644642,MEFV,0.10777,LPS-24h
LOC644642,NCAPD2,-0.06876,LPS-24h
LOC644642,PTPLAD2,0.14438,LPS-24h
LOC644642,STAG3L3,-0.09407,LPS-24h
LOC644642,TBC1D15,-0.27477,LPS-24h
LOC644852,LOC646897,0.23799,LPS-24h
LOC644852,LOC728105,0.29494,LPS-24h
LOC645895,LOC729090,0.22458,LPS-24h
LOC645895,LOC729439,0.15591,LPS-24h
LOC646897,LYRM7,0.1579,LPS-24h
LOC646897,PPIL3,0.14081,LPS-24h
LOC646996,LOC653086,0.27318,LPS-24h
LOC653086,LOC728105,0.07556,LPS-24h
LOC653086,LOC728457,0.04258,LPS-24h
LOC653086,LOC728903,0.21444,LPS-24h
LOC653086,LOC90586,0.26425,LPS-24h
LOC653086,LRRFIP1,-0.28964,LPS-24h
LOC727773,LOC729090,-0.06046,LPS-24h
LOC728054,RAB3IP,0.16646,LPS-24h
LOC728054,RRP7B,-0.16071,LPS-24h
LOC728105,LOC728903,0.07399,LPS-24h
LOC728105,LOC731789,0.22475,LPS-24h
LOC728105,MINK1,-0.13993,LPS-24h
LOC728457,LOC729603,0.07516,LPS-24h
LOC728457,NBPF8,0.1599,LPS-24h
LOC728457,NOD1,0.10894,LPS-24h
LOC728457,PCYOX1,-0.13782,LPS-24h
LOC728457,PHRF1,0.20453,LPS-24h
LOC728457,PION,0.18907,LPS-24h
LOC728457,STAG3L3,0.18815,LPS-24h
LOC728457,TNK2,0.01537,LPS-24h
LOC728457,VHL,0.1399,LPS-24h
LOC728903,LOC730313,0.22648,LPS-24h
LOC728903,LRRFIP1,0.26014,LPS-24h
LOC729090,LOC729439,-0.08273,LPS-24h
LOC729090,LOC730313,0.18494,LPS-24h
LOC729439,MGC16703,0.26309,LPS-24h
LOC729439,MSH3,0.39422,LPS-24h
LOC729439,MTMR12,0.05841,LPS-24h
LOC729439,PIGW,-0.09536,LPS-24h
LOC729603,LOC731789,0.05416,LPS-24h
LOC729603,PRPF8,-0.09669,LPS-24h
LOC730313,LOC90586,0.27331,LPS-24h
LOC730313,LRAP,0.17846,LPS-24h
LOC730313,MCM8,-0.05001,LPS-24h
LOC731789,LOC90586,0.08065,LPS-24h
LOC731789,MGC12760,0.29476,LPS-24h
LOC731789,PCDHB9,0.16369,LPS-24h
LOC731789,SMCR5,0.25303,LPS-24h
LOC90586,MBD4,0.21902,LPS-24h
LOC90586,MTMR12,-0.14403,LPS-24h
LOC90586,OCIAD1,0.32457,LPS-24h
LRAP,LRRFIP1,0.15412,LPS-24h
LRAP,ZMAT3,0.46937,LPS-24h
LRRFIP1,LYZ,-0.06303,LPS-24h
LRRFIP1,MAFF,0.06307,LPS-24h
LRRFIP1,MBD4,0.08773,LPS-24h
LRRFIP1,YEATS4,0.10913,LPS-24h
LYRM7,NBPF8,0.17439,LPS-24h
LYRM7,NLRP3,-0.23064,LPS-24h
LYRM7,PION,0.1785,LPS-24h
LYZ,MAFF,-0.05739,LPS-24h
LYZ,MBD4,0.10921,LPS-24h
LYZ,SNRNP48,-0.18772,LPS-24h
LYZ,YEATS4,0.10652,LPS-24h
MAFF,PHAX,-1e-05,LPS-24h
MAFF,PHF1,0.06092,LPS-24h
MAFF,PLEKHB2,0.24688,LPS-24h
MAFF,SEMA3E,0.18481,LPS-24h
MAFF,TNFSF14,0.2487,LPS-24h
MBD4,MBOAT2,0.14443,LPS-24h
MBD4,MBTD1,0.06281,LPS-24h
MBD4,MCF2L2,-0.17173,LPS-24h
MBD4,MFSD11,0.38217,LPS-24h
MBD4,NLRP3,-0.13486,LPS-24h
MBD4,SMC4,0.11134,LPS-24h
MBOAT2,PHAX,0.09886,LPS-24h
MBOAT2,SPINT3,0.26427,LPS-24h
MBOAT2,STAG3L3,0.11719,LPS-24h
MBTD1,PHAX,0.1162,LPS-24h
MBTD1,PPIL3,0.15733,LPS-24h
MCF2L2,MEFV,0.05318,LPS-24h
MCF2L2,NDUFC2,0.11159,LPS-24h
MCF2L2,NDUFV3,0.12052,LPS-24h
MCF2L2,PPFIBP1,0.36103,LPS-24h
MCM8,MGC12760,0.05365,LPS-24h
MCM8,MRP63,-0.09032,LPS-24h
MCM8,NBPF8,0.08278,LPS-24h
MCM8,PDE4C,0.52031,LPS-24h
MCM8,PHAX,-0.0511,LPS-24h
MCM8,TLK1,-0.08504,LPS-24h
MEFV,STK24,0.16393,LPS-24h
MEFV,TRIM56,0.1811,LPS-24h
MEFV,ZNF845,0.14413,LPS-24h
MFSD11,MTMR12,-0.14322,LPS-24h
MFSD11,YEATS4,0.09093,LPS-24h
MGC12760,SPC24,0.14953,LPS-24h
MGC16703,MSH3,0.09249,LPS-24h
MGC16703,PDCD7,0.22911,LPS-24h
MINK1,MTMR12,-0.13511,LPS-24h
MINK1,WDR74,-0.15363,LPS-24h
MRP63,NT5DC3,-0.25958,LPS-24h
MSH3,PDCD7,0.04901,LPS-24h
MSH3,RN7SL1,0.20846,LPS-24h
MSH3,RRP7B,0.2224,LPS-24h
MSH3,SNHG10,0.06891,LPS-24h
MT1G,PHAX,0.08276,LPS-24h
MT1G,SNORD3A,0.14503,LPS-24h
MTPAP,TTC21B,0.19475,LPS-24h
NBPF8,OCIAD1,0.12579,LPS-24h
NBPF8,PTPLAD2,0.17576,LPS-24h
NBPF8,SNX17,-0.20937,LPS-24h
NCAPD2,NLRP3,0.25143,LPS-24h
NDUFC2,TNFRSF10B,0.23703,LPS-24h
NDUFV3,OCIAD1,-0.05476,LPS-24h
NDUFV3,PDCD7,-0.08668,LPS-24h
NDUFV3,PDE4C,0.08908,LPS-24h
NDUFV3,PLEKHB2,-0.05606,LPS-24h
NDUFV3,PRIM2,0.16366,LPS-24h
NFIL3,SC4MOL,0.07891,LPS-24h
NFIL3,SSSCA1,-0.1936,LPS-24h
NFIL3,STAG3L3,-0.12134,LPS-24h
NFIL3,TBC1D9,0.19397,LPS-24h
NFIL3,WNT5A,0.14944,LPS-24h
NLRP3,PCYOX1,-0.11865,LPS-24h
NLRP3,SC4MOL,0.1445,LPS-24h
NLRP3,SNORD3D,-0.0742,LPS-24h
NLRP3,VPS41,-0.06321,LPS-24h
NOD1,TNK2,0.24156,LPS-24h
